(493,128,111) ; (545,149,148)
(493,149,111) ; (545,170,148)
(493,170,111) ; (545,191,148)
(493,191,111) ; (545,212,148)
(493,212,111) ; (545,233,148)
(545,128,111) ; (566,180,148)
(566,128,111) ; (587,180,148)
(545,180,111) ; (566,232,148)
(566,180,111) ; (587,232,148)
(472,181,0) ; (493,233,37)
(472,129,0) ; (493,181,37)
(472,181,37) ; (493,233,74)
(472,129,37) ; (493,181,74)
(472,181,74) ; (493,233,111)
(472,129,74) ; (493,181,111)
(472,181,111) ; (493,233,148)
(472,129,111) ; (493,181,148)
(493,134,148) ; (540,183,215)
(540,134,148) ; (587,183,215)
(493,183,148) ; (540,232,215)
(540,183,148) ; (587,232,215)
(472,181,148) ; (493,233,185)
(472,129,148) ; (493,181,185)
(0,0,162) ; (65,119,189)
(65,0,162) ; (130,119,189)
(130,0,162) ; (195,119,189)
(195,0,162) ; (260,119,189)
(260,0,162) ; (325,119,189)
(325,0,162) ; (390,119,189)
(390,0,162) ; (455,119,189)
(0,0,189) ; (65,119,216)
(65,0,189) ; (130,119,216)
(130,0,189) ; (195,119,216)
(195,0,189) ; (260,119,216)
(260,0,189) ; (325,119,216)
(325,0,189) ; (390,119,216)
(390,0,189) ; (455,119,216)
(480,0,162) ; (532,21,199)
(532,0,162) ; (584,21,199)
(480,21,162) ; (532,42,199)
(532,21,162) ; (584,42,199)
(480,42,162) ; (532,63,199)
(532,42,162) ; (584,63,199)
(480,63,162) ; (501,115,199)
(501,63,162) ; (522,115,199)
(522,63,162) ; (543,115,199)
(543,63,162) ; (564,115,199)
(564,63,162) ; (585,115,199)
(480,0,199) ; (532,37,220)
(532,0,199) ; (584,37,220)
(480,37,199) ; (532,74,220)
(532,37,199) ; (584,74,220)
(480,74,199) ; (532,111,220)
(532,74,199) ; (584,111,220)
(459,0,162) ; (480,52,199)
(459,52,162) ; (480,104,199)
